Serial_Number,Power,Flow,Volume,ReturnTemperature,FlowTemperature,MWH,DateTime,Minute,Hour,Day,Month,Year
71438771,2.2,567.0,4309.5,57.26,61.02,20.47,2020-03-18 00:11:05,15,0,18,3,2020
71477357,3.4,889.0,7607.8,58.25,61.56,42.08,2020-03-18 00:21:19,30,0,18,3,2020
71477358,7.5,1306.0,6492.8,58.26,63.12,61.74,2020-03-18 00:24:21,30,0,18,3,2020
80074581,0.4,5903.0,23579.2,65.65,65.7,1.36,2020-03-18 00:34:48,45,0,18,3,2020
80074580,8.4,1725.0,15767.6,61.18,65.39,68.49,2020-03-18 00:38:22,45,0,18,3,2020
71477358,2.1,490.0,6492.9,61.42,65.33,61.74,2020-03-18 00:39:21,45,0,18,3,2020
71438771,4.4,568.0,4310.0,58.82,64.72,20.47,2020-03-18 00:56:05,60,0,18,3,2020
80074581,0.0,6103.0,23582.1,66.0,65.98,1.36,2020-03-18 01:04:48,15,1,18,3,2020
71477357,3.9,903.0,7608.5,60.93,64.68,42.08,2020-03-18 01:06:19,15,1,18,3,2020
80074580,6.4,1613.0,15768.4,64.15,67.7,68.49,2020-03-18 01:08:22,15,1,18,3,2020
71477358,2.3,501.0,6493.2,61.83,65.73,61.74,2020-03-18 01:09:21,15,1,18,3,2020
80074580,6.6,1580.0,15768.8,65.66,69.35,68.5,2020-03-18 01:23:22,30,1,18,3,2020
71438771,2.5,540.0,4310.3,62.62,66.76,20.47,2020-03-18 01:26:05,30,1,18,3,2020
80074581,0.5,6385.0,23586.7,71.12,71.18,1.36,2020-03-18 01:49:48,60,1,18,3,2020
80074580,5.4,1440.0,15769.6,69.15,72.48,68.5,2020-03-18 01:53:22,60,1,18,3,2020
71477358,2.8,507.0,6493.6,65.05,69.94,61.74,2020-03-18 01:54:21,60,1,18,3,2020
71438771,2.9,541.0,4310.7,66.26,71.03,20.48,2020-03-18 02:11:05,15,2,18,3,2020
80074581,429497000.0,6323.0,23590.0,72.68,72.7,1.36,2020-03-18 02:19:48,30,2,18,3,2020
71477357,0.0,0.0,7608.7,53.14,58.65,42.08,2020-03-18 02:21:19,30,2,18,3,2020
71477358,2.8,501.0,6493.8,67.31,72.17,61.75,2020-03-18 02:24:21,30,2,18,3,2020
80074581,0.3,6365.0,23591.5,74.67,74.73,1.36,2020-03-18 02:34:48,45,2,18,3,2020
71477357,0.0,0.0,7608.7,51.45,60.13,42.08,2020-03-18 02:36:19,45,2,18,3,2020
80074580,6.0,1491.0,15770.7,71.18,74.66,68.5,2020-03-18 02:38:22,45,2,18,3,2020
71438771,2.5,534.0,4311.1,68.59,72.64,20.48,2020-03-18 02:56:05,60,2,18,3,2020
80092945,13.1,1278.0,23484.0,62.76,71.43,201.73,2020-03-18 02:57:39,60,2,18,3,2020
80074581,0.6,6335.0,23594.7,72.15,72.23,1.37,2020-03-18 03:04:48,15,3,18,3,2020
71477357,0.3,15.0,7608.7,46.61,66.14,42.08,2020-03-18 03:06:19,15,3,18,3,2020
80074580,0.5,1425.0,15771.4,71.22,71.59,68.51,2020-03-18 03:08:22,15,3,18,3,2020
71477358,3.7,529.0,6494.4,66.42,72.0,61.75,2020-03-18 03:09:21,15,3,18,3,2020
71477357,0.7,28.0,7608.7,44.99,67.88,42.08,2020-03-18 03:21:19,30,3,18,3,2020
80074580,0.5,1440.0,15771.8,68.29,68.61,68.51,2020-03-18 03:23:22,30,3,18,3,2020
71438771,1.2,530.0,4311.4,65.16,67.32,20.48,2020-03-18 03:26:05,30,3,18,3,2020
80092945,3.7,550.0,23484.3,59.55,65.53,201.73,2020-03-18 03:27:38,30,3,18,3,2020
71438771,1.2,536.0,4311.5,62.87,64.93,20.48,2020-03-18 03:41:05,45,3,18,3,2020
80074581,429497000.0,6319.0,23599.5,63.89,63.57,1.37,2020-03-18 03:49:48,60,3,18,3,2020
71477357,0.0,0.0,7608.7,37.77,62.52,42.08,2020-03-18 03:51:19,60,3,18,3,2020
80074580,0.3,1488.0,15772.5,62.06,62.26,68.51,2020-03-18 03:53:22,60,3,18,3,2020
71477358,1.4,502.0,6494.8,61.22,63.53,61.75,2020-03-18 03:54:20,60,3,18,3,2020
71438771,0.9,551.0,4311.8,57.48,58.85,20.48,2020-03-18 04:11:05,15,4,18,3,2020
80092945,5.8,1251.0,23485.1,53.91,57.23,201.74,2020-03-18 04:12:38,15,4,18,3,2020
80074581,429497000.0,6354.0,23604.2,54.99,54.94,1.37,2020-03-18 04:34:48,45,4,18,3,2020
71477357,0.0,0.0,7608.7,38.58,54.62,42.08,2020-03-18 04:36:19,45,4,18,3,2020
80074580,0.6,1522.0,15773.7,54.37,54.73,68.51,2020-03-18 04:38:22,45,4,18,3,2020
71477358,1.2,516.0,6495.2,52.87,54.87,61.76,2020-03-18 04:39:21,45,4,18,3,2020
71438771,0.4,580.0,4312.2,50.01,50.57,20.48,2020-03-18 04:56:05,60,4,18,3,2020
80074581,429497000.0,6337.0,23607.3,50.21,50.18,1.37,2020-03-18 05:04:48,15,5,18,3,2020
71477357,0.0,2.0,7608.7,35.99,49.85,42.08,2020-03-18 05:06:19,15,5,18,3,2020
80074581,429497000.0,6118.0,23608.8,48.68,48.56,1.37,2020-03-18 05:19:48,30,5,18,3,2020
71477357,0.2,17.0,7608.7,32.89,47.41,42.08,2020-03-18 05:21:19,30,5,18,3,2020
80074580,1.4,1629.0,15774.8,46.44,47.27,68.51,2020-03-18 05:23:22,30,5,18,3,2020
71477358,1.1,515.0,6495.5,46.58,48.55,61.76,2020-03-18 05:24:21,30,5,18,3,2020
71438771,0.3,841.0,4312.7,44.28,44.62,20.48,2020-03-18 05:41:05,45,5,18,3,2020
80074581,429497000.0,5836.0,23611.9,42.6,42.6,1.37,2020-03-18 05:49:48,60,5,18,3,2020
71477357,1.2,936.0,7609.0,41.26,42.36,42.08,2020-03-18 05:51:19,60,5,18,3,2020
80074580,0.9,1789.0,15775.7,41.9,42.54,68.51,2020-03-18 05:53:22,60,5,18,3,2020
71477358,6.7,1529.0,6495.9,39.44,42.62,61.76,2020-03-18 05:54:21,60,5,18,3,2020
71438771,0.4,1005.0,4313.2,39.88,40.15,20.48,2020-03-18 06:11:05,15,6,18,3,2020
80074581,429497000.0,5678.0,23614.8,39.36,39.29,1.37,2020-03-18 06:19:48,30,6,18,3,2020
71477357,0.9,917.0,7609.5,38.44,39.28,42.08,2020-03-18 06:21:19,30,6,18,3,2020
71477358,1.7,2311.0,6496.7,38.56,39.2,61.76,2020-03-18 06:24:21,30,6,18,3,2020
80074581,429497000.0,5324.0,23616.1,37.59,37.54,1.37,2020-03-18 06:34:48,45,6,18,3,2020
71477357,0.9,881.0,7609.7,36.4,37.25,42.08,2020-03-18 06:36:19,45,6,18,3,2020
80074580,0.6,1971.0,15777.1,36.46,36.8,68.51,2020-03-18 06:38:22,45,6,18,3,2020
71477358,1.8,2107.0,6497.3,36.26,37.0,61.76,2020-03-18 06:39:21,45,6,18,3,2020
71438771,0.1,906.0,4313.9,34.48,34.65,20.48,2020-03-18 06:56:05,60,6,18,3,2020
80074581,429497000.0,4941.0,23618.6,33.79,33.75,1.37,2020-03-18 07:04:48,15,7,18,3,2020
71477357,0.5,855.0,7610.2,33.1,33.59,42.09,2020-03-18 07:06:19,15,7,18,3,2020
80074580,0.4,2031.0,15778.1,33.41,33.63,68.51,2020-03-18 07:08:22,15,7,18,3,2020
71477358,0.4,1482.0,6498.1,33.34,33.56,61.76,2020-03-18 07:09:21,15,7,18,3,2020
71438771,0.0,895.0,4314.4,32.41,32.43,20.48,2020-03-18 07:26:04,30,7,18,3,2020
80074581,429497000.0,4639.0,23622.3,30.32,30.3,1.37,2020-03-18 07:49:47,60,7,18,3,2020
71477357,0.3,827.0,7610.8,29.8,30.17,42.09,2020-03-18 07:51:18,60,7,18,3,2020
80074580,0.8,2169.0,15779.6,29.56,30.07,68.51,2020-03-18 07:53:21,60,7,18,3,2020
71477358,5.6,1459.0,6499.3,26.67,29.99,61.76,2020-03-18 07:54:20,60,7,18,3,2020
71438771,429497000.0,874.0,4315.1,28.98,28.45,20.48,2020-03-18 08:11:04,15,8,18,3,2020
80074581,0.1,4472.0,23624.6,27.76,27.8,1.37,2020-03-18 08:19:47,30,8,18,3,2020
71477357,0.4,1506.0,7611.3,27.52,27.78,42.09,2020-03-18 08:21:19,30,8,18,3,2020
71477358,0.2,1459.0,6500.1,27.68,27.78,61.76,2020-03-18 08:24:20,30,8,18,3,2020
80074580,0.5,2235.0,15781.3,26.49,26.77,68.51,2020-03-18 08:38:21,45,8,18,3,2020
71477358,429497000.0,1445.0,6500.5,26.83,26.65,61.76,2020-03-18 08:39:20,45,8,18,3,2020
80074580,0.3,2369.0,15782.4,25.54,25.65,68.51,2020-03-18 09:08:21,15,9,18,3,2020
71477358,0.0,1789.0,6501.4,25.43,25.56,61.76,2020-03-18 09:09:20,15,9,18,3,2020
80074581,429497000.0,3764.0,23629.6,24.76,24.71,1.37,2020-03-18 09:34:47,45,9,18,3,2020
80074580,0.0,5.0,15783.5,24.5,24.83,68.51,2020-03-18 09:38:21,45,9,18,3,2020
71477358,0.2,1724.0,6502.2,24.67,24.8,61.76,2020-03-18 09:39:20,45,9,18,3,2020
71438771,0.0,1945.0,4317.9,24.05,24.02,20.48,2020-03-18 09:56:04,60,9,18,3,2020
80074580,0.0,0.0,15783.5,23.57,23.75,68.51,2020-03-18 10:08:21,15,10,18,3,2020
71477358,0.9,1520.0,6503.0,23.22,23.72,61.76,2020-03-18 10:09:20,15,10,18,3,2020
71438771,0.0,1970.0,4318.9,23.39,23.44,20.48,2020-03-18 10:26:04,30,10,18,3,2020
80074580,0.0,0.0,15783.5,23.27,23.34,68.51,2020-03-18 10:38:21,45,10,18,3,2020
71477358,0.0,1528.0,6503.8,23.31,23.29,61.76,2020-03-18 10:39:20,45,10,18,3,2020
80074580,0.0,0.0,15783.5,23.07,23.08,68.51,2020-03-18 10:53:21,60,10,18,3,2020
71438771,429497000.0,1383.0,4319.8,23.06,23.0,20.48,2020-03-18 10:56:04,60,10,18,3,2020
80074580,0.0,0.0,15783.5,22.82,23.02,68.51,2020-03-18 11:08:21,15,11,18,3,2020
71477358,0.0,1878.0,6504.7,22.9,22.93,61.76,2020-03-18 11:09:20,15,11,18,3,2020
80074580,0.0,0.0,15783.5,22.48,22.64,68.51,2020-03-18 11:38:21,45,11,18,3,2020
71477358,0.1,1910.0,6505.5,22.49,22.56,61.76,2020-03-18 11:39:20,45,11,18,3,2020
80074581,2.0,3849.0,23637.9,33.53,33.94,1.37,2020-03-18 11:49:47,60,11,18,3,2020
80074580,0.0,0.0,15783.5,26.56,36.28,68.51,2020-03-18 11:53:21,60,11,18,3,2020
71438771,9.0,1578.0,4321.2,30.92,35.82,20.49,2020-03-18 11:56:04,60,11,18,3,2020
80074581,1.6,4066.0,23639.9,46.76,47.15,1.37,2020-03-18 12:19:47,30,12,18,3,2020
80074580,0.0,0.0,15783.5,41.58,48.51,68.51,2020-03-18 12:23:21,30,12,18,3,2020
71477358,13.2,1776.0,6506.9,41.47,47.91,61.78,2020-03-18 12:24:20,30,12,18,3,2020
80074580,0.0,0.0,15783.5,48.65,54.03,68.51,2020-03-18 12:53:21,60,12,18,3,2020
71477358,8.9,1757.0,6507.8,49.21,53.59,61.78,2020-03-18 12:54:20,60,12,18,3,2020
80074581,0.2,4528.0,23643.2,65.4,65.4,1.37,2020-03-18 13:04:47,15,13,18,3,2020
80074580,0.0,0.0,15783.5,57.44,66.24,68.51,2020-03-18 13:08:21,15,13,18,3,2020
71438771,4.3,722.0,4322.6,58.79,64.02,20.49,2020-03-18 13:11:04,15,13,18,3,2020
80074580,9.3,1952.0,15783.9,62.54,66.57,68.51,2020-03-18 13:38:21,45,13,18,3,2020
71477358,2.8,523.0,6508.8,61.22,65.99,61.79,2020-03-18 13:39:20,45,13,18,3,2020
71438771,7.7,1201.0,4323.2,60.48,65.36,20.5,2020-03-18 13:56:04,60,13,18,3,2020
80074580,11.7,1969.0,15784.9,60.08,65.31,68.52,2020-03-18 14:08:21,15,14,18,3,2020
71477358,32.9,904.0,6509.1,33.79,65.31,61.8,2020-03-18 14:09:20,15,14,18,3,2020
71477358,3.1,509.0,6509.4,60.03,65.47,61.8,2020-03-18 14:39:20,45,14,18,3,2020
80074580,9.8,2015.0,15786.3,62.41,66.62,68.53,2020-03-18 14:53:21,60,14,18,3,2020
71477358,3.7,490.0,6509.5,59.23,65.9,61.8,2020-03-18 14:54:20,60,14,18,3,2020
71477358,3.7,516.0,6509.8,59.59,65.89,61.8,2020-03-18 15:24:20,30,15,18,3,2020
71438771,4.2,1122.0,4325.3,61.89,65.15,20.51,2020-03-18 15:41:04,45,15,18,3,2020
80074581,0.1,5537.0,23657.9,66.72,66.74,1.37,2020-03-18 15:49:47,60,15,18,3,2020
71477358,9.0,795.0,6510.0,56.02,66.67,61.8,2020-03-18 15:54:20,60,15,18,3,2020
80074581,0.2,5204.0,23659.3,66.74,66.72,1.37,2020-03-18 16:04:47,15,16,18,3,2020
80074580,12.0,2017.0,15788.7,61.03,66.15,68.54,2020-03-18 16:08:21,15,16,18,3,2020
80074580,10.5,1893.0,15789.7,61.55,66.41,68.55,2020-03-18 16:38:21,45,16,18,3,2020
71477358,5.5,787.0,6511.0,59.17,65.33,61.82,2020-03-18 16:39:20,45,16,18,3,2020
80074580,11.4,1915.0,15790.7,62.61,67.6,68.55,2020-03-18 17:08:21,15,17,18,3,2020
71477358,3.6,731.0,6511.4,62.76,66.73,61.82,2020-03-18 17:09:20,15,17,18,3,2020
71438771,3.1,1058.0,4327.2,61.2,63.82,20.52,2020-03-18 17:26:04,30,17,18,3,2020
80074580,11.0,2033.0,15791.7,60.33,64.95,68.56,2020-03-18 17:38:21,45,17,18,3,2020
71477358,2.3,642.0,6511.7,61.02,64.31,61.82,2020-03-18 17:39:20,45,17,18,3,2020
80074581,429497000.0,5654.0,23668.6,65.77,65.72,1.37,2020-03-18 17:49:47,60,17,18,3,2020
80074580,10.8,1924.0,15792.2,61.26,66.24,68.56,2020-03-18 17:53:21,60,17,18,3,2020
80074581,429497000.0,5275.0,23671.3,63.75,63.56,1.37,2020-03-18 18:19:47,30,18,18,3,2020
80074580,13.1,1991.0,15793.1,58.08,63.88,68.57,2020-03-18 18:23:21,30,18,18,3,2020
71477358,7.7,1162.0,6512.4,56.96,63.09,61.83,2020-03-18 18:24:20,30,18,18,3,2020
80074581,0.3,5749.0,23674.0,62.64,62.69,1.37,2020-03-18 18:49:47,60,18,18,3,2020
80074580,12.7,1959.0,15794.1,57.63,63.61,68.57,2020-03-18 18:53:21,60,18,18,3,2020
71477358,4.8,625.0,6512.8,55.41,62.42,61.84,2020-03-18 18:54:20,60,18,18,3,2020
71477358,1.8,525.0,6512.9,59.47,62.44,61.84,2020-03-18 19:09:20,15,19,18,3,2020
80074580,15.2,2000.0,15795.1,55.5,61.91,68.58,2020-03-18 19:23:20,30,19,18,3,2020
71477358,7.9,853.0,6513.0,53.58,62.29,61.84,2020-03-18 19:24:19,30,19,18,3,2020
80074580,15.8,1923.0,15796.1,56.41,63.69,68.58,2020-03-18 19:53:20,60,19,18,3,2020
71477358,6.8,1333.0,6513.5,57.15,61.77,61.84,2020-03-18 19:54:19,60,19,18,3,2020
80074580,10.8,1987.0,15797.1,59.54,63.84,68.59,2020-03-18 20:23:20,30,20,18,3,2020
71477358,62.9,2152.0,6514.2,37.94,63.66,61.85,2020-03-18 20:24:19,30,20,18,3,2020
71477358,4.6,1198.0,6514.9,60.54,63.91,61.86,2020-03-18 20:54:19,60,20,18,3,2020
80074580,11.6,1961.0,15798.6,59.24,63.92,68.6,2020-03-18 21:08:21,15,21,18,3,2020
71477358,5.5,1207.0,6515.2,59.78,63.95,61.86,2020-03-18 21:09:19,15,21,18,3,2020
80074580,13.7,1989.0,15799.5,57.32,63.21,68.61,2020-03-18 21:38:21,45,21,18,3,2020
71477358,5.2,1208.0,6515.8,59.26,62.91,61.86,2020-03-18 21:39:19,45,21,18,3,2020
71438771,2.7,581.0,4330.3,58.96,62.28,20.54,2020-03-18 21:56:04,60,21,18,3,2020
80074580,11.1,1968.0,15800.5,60.21,65.13,68.61,2020-03-18 22:08:21,15,22,18,3,2020
71438771,3.3,598.0,4330.5,59.2,63.29,20.55,2020-03-18 22:26:04,30,22,18,3,2020
80074580,9.3,1837.0,15801.9,61.77,66.34,68.62,2020-03-18 22:53:21,60,22,18,3,2020
71477358,12.5,1284.0,6517.8,56.64,65.46,61.88,2020-03-18 22:54:20,60,22,18,3,2020
71438771,2.2,583.0,4331.0,61.17,64.72,20.55,2020-03-18 23:11:04,15,23,18,3,2020
80092945,43.2,3426.0,23564.3,53.36,64.54,202.26,2020-03-18 23:12:38,15,23,18,3,2020
80074580,13.4,1763.0,15802.9,61.39,68.1,68.63,2020-03-18 23:23:20,30,23,18,3,2020
71477358,4.9,1215.0,6518.4,63.82,67.36,61.89,2020-03-18 23:24:19,30,23,18,3,2020
71438771,3.0,554.0,4331.3,61.81,66.86,20.55,2020-03-18 23:41:03,45,23,18,3,2020
71477358,11.7,1990.0,6519.2,63.51,68.98,61.9,2020-03-18 23:54:19,60,23,18,3,2020
71477358,5.4,1181.0,6519.5,65.61,70.06,61.9,2020-03-19 00:09:19,15,0,19,3,2020
80092945,47.0,2133.0,23567.4,49.65,68.65,202.29,2020-03-19 00:27:37,30,0,19,3,2020
80074580,7.2,1704.0,15804.9,66.62,70.29,68.64,2020-03-19 00:38:20,45,0,19,3,2020
71477358,13.3,2085.0,6520.2,64.69,70.22,61.9,2020-03-19 00:39:19,45,0,19,3,2020
71438771,6.0,1144.0,4332.2,64.88,69.6,20.56,2020-03-19 00:56:03,60,0,19,3,2020
80092945,8.1,1210.0,23568.4,62.4,68.24,202.3,2020-03-19 00:57:37,60,0,19,3,2020
80074580,6.6,1621.0,15805.8,68.6,72.21,68.64,2020-03-19 01:08:20,15,1,19,3,2020
71477358,5.7,1180.0,6521.0,67.27,71.38,61.91,2020-03-19 01:09:19,15,1,19,3,2020
71438771,4.8,1067.0,4332.8,68.14,72.13,20.56,2020-03-19 01:26:03,30,1,19,3,2020
80092945,10.0,1265.0,23569.0,64.03,70.93,202.3,2020-03-19 01:27:37,30,1,19,3,2020
80092945,9.9,1293.0,23569.4,65.28,72.04,202.31,2020-03-19 01:42:37,45,1,19,3,2020
80074580,7.1,1610.0,15807.0,71.36,75.34,68.65,2020-03-19 01:53:20,60,1,19,3,2020
71477358,6.4,1200.0,6521.9,69.63,74.29,61.91,2020-03-19 01:54:19,60,1,19,3,2020
71438771,4.6,1054.0,4333.6,69.44,73.35,20.57,2020-03-19 02:11:03,15,2,19,3,2020
80092945,9.9,1213.0,23570.0,64.62,72.15,202.31,2020-03-19 02:12:37,15,2,19,3,2020
71477357,0.5,22.0,7633.2,46.65,66.71,42.17,2020-03-19 02:21:17,30,2,19,3,2020
80074580,5.8,1545.0,15807.8,72.6,75.99,68.65,2020-03-19 02:23:20,30,2,19,3,2020
71477358,2.0,490.0,6522.4,70.85,74.6,61.92,2020-03-19 02:24:19,30,2,19,3,2020
71438771,3.9,1083.0,4334.1,66.18,69.47,20.57,2020-03-19 02:41:03,45,2,19,3,2020
80092945,6.7,716.0,23570.4,59.49,67.65,202.31,2020-03-19 02:42:37,45,2,19,3,2020
80092945,17.1,1415.0,23570.7,53.57,63.21,202.32,2020-03-19 02:57:37,60,2,19,3,2020
80074581,429497000.0,5653.0,23719.4,62.64,62.66,1.37,2020-03-19 03:04:46,15,3,19,3,2020
80074580,1.4,1576.0,15808.9,60.25,61.06,68.65,2020-03-19 03:08:20,15,3,19,3,2020
71477358,13.5,1345.0,6523.0,54.67,62.53,61.92,2020-03-19 03:09:19,15,3,19,3,2020
71438771,0.1,546.0,4334.7,55.33,55.71,20.57,2020-03-19 03:26:03,30,3,19,3,2020
80074581,429497000.0,5700.0,23722.3,54.19,54.09,1.37,2020-03-19 03:34:46,45,3,19,3,2020
80074580,0.8,1602.0,15809.7,52.58,53.03,68.65,2020-03-19 03:38:20,45,3,19,3,2020
71477358,0.9,526.0,6523.3,52.58,54.12,61.92,2020-03-19 03:39:19,45,3,19,3,2020
71438771,0.1,628.0,4335.0,49.16,49.42,20.57,2020-03-19 03:56:03,60,3,19,3,2020
80074581,429497000.0,5781.0,23725.2,48.5,48.45,1.37,2020-03-19 04:04:46,15,4,19,3,2020
71477358,2.1,637.0,6523.6,45.33,48.36,61.92,2020-03-19 04:09:19,15,4,19,3,2020
80074581,429497000.0,5669.0,23726.6,46.74,46.67,1.37,2020-03-19 04:19:46,30,4,19,3,2020
80074580,2.3,1772.0,15810.9,44.8,45.94,68.65,2020-03-19 04:23:20,30,4,19,3,2020
71477358,16.9,1632.0,6523.9,38.77,46.56,61.92,2020-03-19 04:24:19,30,4,19,3,2020
71438771,0.1,788.0,4335.3,45.37,45.54,20.57,2020-03-19 04:26:03,30,4,19,3,2020
80074581,429497000.0,5468.0,23729.4,41.7,41.66,1.37,2020-03-19 04:49:46,60,4,19,3,2020
80074580,0.6,1799.0,15811.9,40.97,41.46,68.65,2020-03-19 04:53:20,60,4,19,3,2020
71477358,4.0,868.0,6524.5,37.5,41.6,61.93,2020-03-19 04:54:19,60,4,19,3,2020
71438771,429497000.0,886.0,4336.0,39.06,38.77,20.57,2020-03-19 05:11:03,15,5,19,3,2020
80074580,0.8,1925.0,15812.8,37.78,38.15,68.65,2020-03-19 05:23:20,30,5,19,3,2020
71477358,2.3,1666.0,6525.3,37.08,38.21,61.93,2020-03-19 05:24:18,30,5,19,3,2020
80074580,0.3,2054.0,15813.3,35.84,36.0,68.65,2020-03-19 05:38:20,45,5,19,3,2020
71438771,429497000.0,828.0,4336.4,36.02,35.56,20.57,2020-03-19 05:41:03,45,5,19,3,2020
80074581,429497000.0,4351.0,23735.8,33.25,33.22,1.37,2020-03-19 06:04:46,15,6,19,3,2020
80074580,0.6,2166.0,15814.3,32.85,33.03,68.65,2020-03-19 06:08:20,15,6,19,3,2020
71477358,0.9,1784.0,6526.6,32.65,33.16,61.93,2020-03-19 06:09:19,15,6,19,3,2020
80074580,0.7,2283.0,15815.4,30.3,30.57,68.65,2020-03-19 06:38:20,45,6,19,3,2020
71477358,2.2,2163.0,6527.6,29.85,30.73,61.93,2020-03-19 06:39:19,45,6,19,3,2020
71438771,429497000.0,750.0,4337.4,29.38,29.17,20.57,2020-03-19 06:56:03,60,6,19,3,2020
80074580,0.4,2259.0,15817.1,27.73,27.89,68.65,2020-03-19 07:23:19,30,7,19,3,2020
71477358,0.6,2150.0,6529.2,27.61,27.86,61.93,2020-03-19 07:24:18,30,7,19,3,2020
80074580,0.4,2312.0,15818.2,26.39,26.66,68.65,2020-03-19 07:53:19,60,7,19,3,2020
71477358,0.3,2084.0,6530.4,26.41,26.54,61.93,2020-03-19 07:54:18,60,7,19,3,2020
80074580,1.0,2337.0,15819.4,24.55,24.9,68.66,2020-03-19 08:23:20,30,8,19,3,2020
71477358,2.0,2193.0,6531.5,24.33,25.15,61.93,2020-03-19 08:24:18,30,8,19,3,2020
80074580,0.7,2343.0,15820.6,23.77,24.02,68.66,2020-03-19 08:53:20,60,8,19,3,2020
71477358,0.3,2346.0,6532.7,23.89,24.04,61.93,2020-03-19 08:54:19,60,8,19,3,2020
71477358,0.8,2526.0,6533.9,22.98,23.31,61.93,2020-03-19 09:24:18,30,9,19,3,2020
71477357,0.1,1035.0,7634.6,22.79,22.95,42.17,2020-03-19 09:36:17,45,9,19,3,2020
80074580,0.0,0.0,15822.2,24.9,40.76,68.66,2020-03-19 09:38:19,45,9,19,3,2020
71477358,33.2,2674.0,6534.6,22.76,33.58,61.93,2020-03-19 09:39:18,45,9,19,3,2020
71477358,22.0,2803.0,6535.9,54.26,61.25,61.96,2020-03-19 10:09:18,15,10,19,3,2020
80074580,14.9,2097.0,15824.1,59.92,65.92,68.68,2020-03-19 10:38:19,45,10,19,3,2020
71477358,15.5,2159.0,6537.3,59.88,65.61,61.97,2020-03-19 10:39:18,45,10,19,3,2020
71477358,21.1,2011.0,6538.3,51.46,61.78,61.98,2020-03-19 11:09:18,15,11,19,3,2020
80074580,1.1,1996.0,15826.1,52.1,52.53,68.69,2020-03-19 11:38:19,45,11,19,3,2020
71477358,2.9,1377.0,6539.2,51.27,53.07,61.98,2020-03-19 11:39:18,45,11,19,3,2020
71477358,2.6,1383.0,6539.6,47.93,49.51,61.98,2020-03-19 11:54:18,60,11,19,3,2020
80074580,0.9,2024.0,15827.6,41.65,42.1,68.69,2020-03-19 12:23:19,30,12,19,3,2020
71477358,1.5,1499.0,6540.7,41.23,42.19,61.99,2020-03-19 12:24:18,30,12,19,3,2020
80074580,0.6,2107.0,15828.6,37.78,38.1,68.69,2020-03-19 12:53:19,60,12,19,3,2020
71477358,1.8,1548.0,6541.4,37.43,38.22,61.99,2020-03-19 12:54:18,60,12,19,3,2020
80074581,429497000.0,4644.0,23768.0,33.43,33.27,1.38,2020-03-19 13:19:45,30,13,19,3,2020
80074580,0.8,2214.0,15829.7,32.37,32.66,68.69,2020-03-19 13:23:19,30,13,19,3,2020
71477358,1.2,2187.0,6542.3,32.35,32.82,61.99,2020-03-19 13:24:18,30,13,19,3,2020
80074580,1.0,2285.0,15830.2,30.6,31.01,68.69,2020-03-19 13:38:19,45,13,19,3,2020
71477358,26.3,3247.0,6544.5,44.9,51.97,62.0,2020-03-19 14:09:18,15,14,19,3,2020
80074580,13.2,2007.0,15832.4,59.75,65.59,68.71,2020-03-19 14:38:19,45,14,19,3,2020
71477358,5.0,1305.0,6545.7,61.96,65.37,62.01,2020-03-19 14:39:18,45,14,19,3,2020
80074580,3.8,1888.0,15833.4,63.71,65.16,68.71,2020-03-19 15:08:19,15,15,19,3,2020
71477358,4.7,1252.0,6546.3,62.98,66.12,62.01,2020-03-19 15:09:18,15,15,19,3,2020
71477358,48.5,2156.0,6547.4,42.99,62.69,62.02,2020-03-19 15:54:18,60,15,19,3,2020
71477358,6.7,1264.0,6547.7,59.54,64.21,62.03,2020-03-19 16:09:18,15,16,19,3,2020
71477358,10.8,2109.0,6548.1,60.87,65.41,62.03,2020-03-19 16:24:18,30,16,19,3,2020
71477358,44.3,2035.0,6548.9,43.1,61.78,62.04,2020-03-19 16:54:18,60,16,19,3,2020
71477358,48.7,2204.0,6549.4,43.05,62.23,62.04,2020-03-19 17:09:18,15,17,19,3,2020
80074580,14.8,2067.0,15838.3,58.04,63.99,68.74,2020-03-19 17:38:19,45,17,19,3,2020
71477358,20.7,1949.0,6550.3,54.84,64.02,62.05,2020-03-19 17:39:18,45,17,19,3,2020
71438771,2.7,619.0,4347.5,58.39,62.15,20.61,2020-03-19 17:56:02,60,17,19,3,2020
80074580,11.8,2092.0,15839.3,58.92,63.78,68.75,2020-03-19 18:08:19,15,18,19,3,2020
71477358,8.2,1438.0,6551.1,57.76,63.59,62.06,2020-03-19 18:09:18,15,18,19,3,2020
80074580,9.4,2018.0,15840.9,58.86,62.92,68.75,2020-03-19 18:53:19,60,18,19,3,2020
71477358,11.7,2240.0,6552.4,57.96,62.63,62.07,2020-03-19 18:54:18,60,18,19,3,2020
71438771,0.0,0.0,4348.1,55.94,56.36,20.61,2020-03-19 19:11:02,15,19,19,3,2020
71477357,5.6,1500.0,7644.0,56.88,60.18,42.22,2020-03-19 19:21:16,30,19,19,3,2020
71477358,9.8,2168.0,6553.3,57.93,61.89,62.07,2020-03-19 19:24:17,30,19,19,3,2020
71477358,16.4,1512.0,6554.1,55.96,64.9,62.08,2020-03-19 19:54:17,60,19,19,3,2020
71477358,3.3,672.0,6554.7,60.12,64.46,62.08,2020-03-19 20:39:18,45,20,19,3,2020
