Serial_Number,Power,Flow,Volume,ReturnTemperature,FlowTemperature,MWH,DateTime,Minute,Hour,Day,Month,Year
71477357,2.8,681.0,7361.1,58.57,62.33,40.83,2020-03-07 01:21:36,30,1,7,3,2020
71477358,2.5,555.0,6253.4,59.54,63.54,59.8,2020-03-07 01:24:40,30,1,7,3,2020
71477357,3.6,685.0,7361.3,57.96,62.7,40.83,2020-03-07 01:36:37,45,1,7,3,2020
80074580,7.9,1770.0,15291.4,61.0,64.9,66.28,2020-03-07 01:38:41,45,1,7,3,2020
71477358,2.7,552.0,6253.6,59.8,64.14,59.8,2020-03-07 01:39:40,45,1,7,3,2020
71438771,4.3,773.0,4119.7,60.11,65.04,19.45,2020-03-07 01:56:26,60,1,7,3,2020
71477358,3.4,562.0,6253.9,61.18,66.53,59.8,2020-03-07 02:09:40,15,2,7,3,2020
80074580,6.5,1612.0,15292.6,63.15,66.68,66.29,2020-03-07 02:23:41,30,2,7,3,2020
71477358,3.3,566.0,6254.0,61.13,66.2,59.81,2020-03-07 02:24:40,30,2,7,3,2020
71438771,13.2,945.0,4120.4,52.09,64.37,19.45,2020-03-07 02:41:25,45,2,7,3,2020
71477357,0.0,0.0,7362.1,58.5,63.16,40.84,2020-03-07 02:51:36,60,2,7,3,2020
80074580,11.2,1805.0,15293.5,59.79,65.18,66.29,2020-03-07 02:53:41,60,2,7,3,2020
71477358,8.0,1395.0,6254.5,59.41,64.31,59.81,2020-03-07 02:54:39,60,2,7,3,2020
71438771,12.9,958.0,4120.8,51.68,63.39,19.46,2020-03-07 03:11:25,15,3,7,3,2020
71477357,0.0,0.0,7362.1,55.05,57.77,40.84,2020-03-07 03:21:36,30,3,7,3,2020
71477357,0.0,14.0,7362.1,53.24,58.98,40.84,2020-03-07 03:36:36,45,3,7,3,2020
80074580,7.4,1598.0,15294.8,64.7,68.78,66.3,2020-03-07 03:38:41,45,3,7,3,2020
71477358,3.1,562.0,6255.0,62.26,67.19,59.81,2020-03-07 03:39:39,45,3,7,3,2020
71438771,4.0,769.0,4121.4,62.42,67.13,19.47,2020-03-07 03:56:25,60,3,7,3,2020
80074581,0.2,5914.0,22121.3,69.28,69.31,1.28,2020-03-07 04:05:04,15,4,7,3,2020
71477357,0.1,10.0,7362.1,48.7,59.7,40.84,2020-03-07 04:06:36,15,4,7,3,2020
80074580,6.4,1550.0,15295.5,65.95,69.6,66.3,2020-03-07 04:08:41,15,4,7,3,2020
71477358,3.2,560.0,6255.3,63.39,68.54,59.82,2020-03-07 04:09:39,15,4,7,3,2020
80074580,5.7,1578.0,15295.9,65.63,68.86,66.31,2020-03-07 04:23:41,30,4,7,3,2020
71438771,3.7,760.0,4121.8,63.04,67.21,19.47,2020-03-07 04:26:25,30,4,7,3,2020
71438771,3.4,750.0,4122.0,62.86,66.92,19.47,2020-03-07 04:41:25,45,4,7,3,2020
71477357,1.7,57.0,7362.1,39.08,64.92,40.84,2020-03-07 04:51:36,60,4,7,3,2020
80074580,7.0,1599.0,15296.8,65.06,68.9,66.31,2020-03-07 04:53:41,60,4,7,3,2020
71477358,2.8,555.0,6256.0,62.89,67.41,59.82,2020-03-07 04:54:40,60,4,7,3,2020
71438771,3.5,803.0,4122.4,62.61,66.61,19.47,2020-03-07 05:11:25,15,5,7,3,2020
80074581,0.2,6123.0,22128.6,67.85,67.89,1.28,2020-03-07 05:20:05,30,5,7,3,2020
71477357,0.2,10.0,7362.1,41.76,61.46,40.84,2020-03-07 05:21:36,30,5,7,3,2020
71477358,2.9,562.0,6256.3,63.06,67.64,59.83,2020-03-07 05:24:40,30,5,7,3,2020
80074581,429497000.0,5708.0,22130.1,68.85,68.86,1.28,2020-03-07 05:35:05,45,5,7,3,2020
71477357,9.7,449.0,7362.2,48.45,66.78,40.84,2020-03-07 05:36:36,45,5,7,3,2020
80074580,9.2,1643.0,15298.0,63.81,68.85,66.31,2020-03-07 05:38:41,45,5,7,3,2020
71477358,2.9,546.0,6256.4,63.85,68.62,59.83,2020-03-07 05:39:40,45,5,7,3,2020
71438771,3.6,751.0,4123.0,62.42,66.64,19.47,2020-03-07 05:56:26,60,5,7,3,2020
80074581,0.1,5822.0,22133.0,68.58,68.62,1.28,2020-03-07 06:05:05,15,6,7,3,2020
71477357,4.2,444.0,7362.4,58.17,66.41,40.84,2020-03-07 06:06:36,15,6,7,3,2020
80074580,8.1,1717.0,15298.8,65.24,69.32,66.32,2020-03-07 06:08:41,15,6,7,3,2020
71477358,12.6,1343.0,6256.9,60.23,68.57,59.83,2020-03-07 06:09:40,15,6,7,3,2020
80074580,11.5,1788.0,15299.2,62.65,68.13,66.32,2020-03-07 06:23:42,30,6,7,3,2020
71438771,4.8,776.0,4123.3,60.6,66.76,19.47,2020-03-07 06:26:26,30,6,7,3,2020
71438771,4.7,737.0,4123.5,60.88,66.61,19.48,2020-03-07 06:41:26,45,6,7,3,2020
80074581,429497000.0,5710.0,22137.3,68.09,68.03,1.28,2020-03-07 06:50:05,60,6,7,3,2020
71477357,3.7,443.0,7362.8,59.15,66.66,40.85,2020-03-07 06:51:36,60,6,7,3,2020
80074580,11.0,1841.0,15300.1,63.18,68.75,66.33,2020-03-07 06:53:41,60,6,7,3,2020
71477358,2.6,544.0,6257.5,63.52,67.78,59.84,2020-03-07 06:54:40,60,6,7,3,2020
71438771,4.3,744.0,4123.9,62.45,67.58,19.48,2020-03-07 07:11:26,15,7,7,3,2020
80074581,0.4,5929.0,22140.2,69.5,69.54,1.28,2020-03-07 07:20:05,30,7,7,3,2020
71477357,3.8,445.0,7363.0,59.7,67.25,40.85,2020-03-07 07:21:37,30,7,7,3,2020
71477358,3.1,543.0,6257.8,64.26,69.3,59.84,2020-03-07 07:24:40,30,7,7,3,2020
80074581,0.3,5813.0,22141.7,68.02,68.09,1.28,2020-03-07 07:35:05,45,7,7,3,2020
71477357,3.1,442.0,7363.1,60.21,66.37,40.85,2020-03-07 07:36:36,45,7,7,3,2020
80074580,6.6,1787.0,15301.4,65.07,68.41,66.33,2020-03-07 07:38:41,45,7,7,3,2020
71477358,3.0,567.0,6257.9,63.15,67.9,59.84,2020-03-07 07:39:40,45,7,7,3,2020
80092948,45.5,6803.0,67931.4,61.9,67.43,133.93,2020-03-07 07:48:16,60,7,7,3,2020
71438771,3.4,726.0,4124.4,62.24,66.38,19.48,2020-03-07 07:56:26,60,7,7,3,2020
80074581,429497000.0,5506.0,22144.5,66.39,66.34,1.28,2020-03-07 08:05:05,15,8,7,3,2020
71477357,2.8,433.0,7363.3,59.27,64.93,40.85,2020-03-07 08:06:37,15,8,7,3,2020
80074580,12.7,1850.0,15302.3,60.16,66.27,66.34,2020-03-07 08:08:41,15,8,7,3,2020
71477358,5.9,1315.0,6258.4,62.15,66.1,59.85,2020-03-07 08:09:40,15,8,7,3,2020
80074580,14.2,1976.0,15302.8,59.49,65.76,66.34,2020-03-07 08:23:41,30,8,7,3,2020
71477358,13.2,2178.0,6259.0,60.08,65.35,59.85,2020-03-07 08:24:40,30,8,7,3,2020
71438771,20.0,1017.0,4124.8,47.09,64.27,19.48,2020-03-07 08:26:26,30,8,7,3,2020
71438771,3.7,733.0,4125.0,59.39,63.87,19.49,2020-03-07 08:41:25,45,8,7,3,2020
80074581,429497000.0,5300.0,22148.5,65.22,65.13,1.28,2020-03-07 08:50:04,60,8,7,3,2020
71477357,4.0,841.0,7363.8,60.34,64.42,40.85,2020-03-07 08:51:35,60,8,7,3,2020
80074580,11.4,1961.0,15303.7,60.97,66.05,66.35,2020-03-07 08:53:40,60,8,7,3,2020
71477358,4.8,1239.0,6259.7,61.71,65.28,59.86,2020-03-07 08:54:39,60,8,7,3,2020
80092948,33.2,6315.0,67938.9,59.59,65.08,133.97,2020-03-07 09:03:15,15,9,7,3,2020
71438771,3.2,719.0,4125.4,60.14,64.25,19.49,2020-03-07 09:11:25,15,9,7,3,2020
80074581,0.1,5372.0,22151.2,65.54,65.58,1.28,2020-03-07 09:20:04,30,9,7,3,2020
71477357,4.4,844.0,7364.2,59.72,64.31,40.86,2020-03-07 09:21:36,30,9,7,3,2020
71477358,6.7,1212.0,6260.4,61.0,65.88,59.86,2020-03-07 09:24:39,30,9,7,3,2020
80092948,19.7,5773.0,67942.1,61.16,64.11,133.99,2020-03-07 09:33:15,45,9,7,3,2020
80074581,0.4,5056.0,22152.5,65.84,65.87,1.28,2020-03-07 09:35:04,45,9,7,3,2020
71477357,5.3,874.0,7364.4,59.43,64.21,40.86,2020-03-07 09:36:36,45,9,7,3,2020
80074580,13.3,1939.0,15305.2,60.15,66.09,66.35,2020-03-07 09:38:40,45,9,7,3,2020
71477358,8.7,1243.0,6260.7,59.5,65.67,59.86,2020-03-07 09:39:39,45,9,7,3,2020
80092948,46.1,6604.0,67943.6,58.15,63.96,133.99,2020-03-07 09:48:15,60,9,7,3,2020
71438771,3.4,701.0,4126.0,59.46,63.79,19.49,2020-03-07 09:56:25,60,9,7,3,2020
80074581,0.2,4988.0,22155.1,65.44,65.49,1.28,2020-03-07 10:05:04,15,10,7,3,2020
71477357,4.2,803.0,7364.9,59.41,64.09,40.86,2020-03-07 10:06:36,15,10,7,3,2020
80074580,12.3,2008.0,15306.2,59.36,64.25,66.36,2020-03-07 10:08:40,15,10,7,3,2020
71477358,6.1,1213.0,6261.3,60.65,64.83,59.87,2020-03-07 10:09:39,15,10,7,3,2020
71438771,3.5,686.0,4126.3,59.36,63.84,19.49,2020-03-07 10:26:25,30,10,7,3,2020
71477357,5.5,857.0,7365.2,58.53,64.21,40.86,2020-03-07 10:36:35,45,10,7,3,2020
80074580,10.3,1838.0,15307.1,60.75,65.76,66.37,2020-03-07 10:38:40,45,10,7,3,2020
71477358,5.7,1288.0,6262.2,61.8,65.67,59.87,2020-03-07 10:39:39,45,10,7,3,2020
80092948,76.1,6737.0,67949.7,55.14,65.01,134.02,2020-03-07 10:48:15,60,10,7,3,2020
71477357,8.1,859.0,7365.5,58.63,64.97,40.86,2020-03-07 10:51:35,60,10,7,3,2020
71477358,5.7,1227.0,6262.5,61.99,65.96,59.88,2020-03-07 10:54:39,60,10,7,3,2020
80092948,22.4,6480.0,67951.4,61.51,64.54,134.03,2020-03-07 11:03:15,15,11,7,3,2020
71438771,3.2,676.0,4126.8,59.97,64.18,19.5,2020-03-07 11:11:25,15,11,7,3,2020
71477357,4.1,838.0,7365.9,59.84,64.14,40.87,2020-03-07 11:21:35,30,11,7,3,2020
80074580,10.4,1937.0,15308.5,60.93,65.4,66.37,2020-03-07 11:23:40,30,11,7,3,2020
71477358,8.8,1176.0,6263.1,56.55,65.58,59.88,2020-03-07 11:24:39,30,11,7,3,2020
80092948,20.1,5930.0,67954.6,61.67,64.63,134.04,2020-03-07 11:33:15,45,11,7,3,2020
71438771,14.0,1345.0,4127.2,56.76,64.78,19.5,2020-03-07 11:41:25,45,11,7,3,2020
80074581,0.3,5293.0,22164.6,65.98,66.01,1.28,2020-03-07 11:50:04,60,11,7,3,2020
71477357,18.9,1765.0,7366.8,55.55,64.93,40.88,2020-03-07 11:51:35,60,11,7,3,2020
71438771,7.5,1331.0,4127.6,60.29,65.26,19.5,2020-03-07 11:56:25,60,11,7,3,2020
80074581,0.0,5332.0,22166.0,66.56,66.6,1.28,2020-03-07 12:05:04,15,12,7,3,2020
80074580,9.2,1867.0,15310.0,63.03,67.24,66.38,2020-03-07 12:08:40,15,12,7,3,2020
71477358,8.5,1762.0,6264.1,62.59,66.85,59.89,2020-03-07 12:09:39,15,12,7,3,2020
71477357,6.8,1607.0,7367.9,62.56,66.42,40.88,2020-03-07 12:36:35,45,12,7,3,2020
80074580,9.6,1858.0,15310.9,64.09,68.65,66.39,2020-03-07 12:38:40,45,12,7,3,2020
71477358,45.3,2000.0,6264.7,47.82,67.86,59.89,2020-03-07 12:39:39,45,12,7,3,2020
80092948,23.7,6208.0,67961.8,63.7,66.74,134.06,2020-03-07 12:48:15,60,12,7,3,2020
80074580,9.3,1800.0,15311.4,63.26,68.21,66.39,2020-03-07 12:53:40,60,12,7,3,2020
71438771,6.3,1214.0,4128.8,62.1,66.76,19.51,2020-03-07 12:56:24,60,12,7,3,2020
71438771,7.4,1237.0,4129.1,62.53,67.86,19.51,2020-03-07 13:11:25,15,13,7,3,2020
71477357,2.6,727.0,7368.9,63.68,66.56,40.89,2020-03-07 13:21:35,30,13,7,3,2020
80074580,11.5,1749.0,15312.2,63.28,69.34,66.39,2020-03-07 13:23:40,30,13,7,3,2020
71477358,2.3,526.0,6265.2,63.78,67.83,59.89,2020-03-07 13:24:39,30,13,7,3,2020
71438771,6.2,1198.0,4129.7,63.55,68.1,19.51,2020-03-07 13:41:24,45,13,7,3,2020
71477357,2.9,710.0,7369.3,63.63,67.17,40.89,2020-03-07 13:51:35,60,13,7,3,2020
71477358,12.3,1363.0,6265.6,59.57,67.52,59.9,2020-03-07 13:54:39,60,13,7,3,2020
80074580,8.0,1790.0,15313.5,64.83,68.71,66.4,2020-03-07 14:08:40,15,14,7,3,2020
71477358,2.7,548.0,6265.8,63.19,67.64,59.9,2020-03-07 14:09:39,15,14,7,3,2020
71438771,4.2,1208.0,4130.6,62.87,66.06,19.52,2020-03-07 14:26:25,30,14,7,3,2020
80074581,0.1,5594.0,22180.2,68.22,68.2,1.28,2020-03-07 14:35:04,45,14,7,3,2020
71477357,3.3,698.0,7369.8,61.74,66.04,40.89,2020-03-07 14:36:35,45,14,7,3,2020
80074580,12.1,1810.0,15314.4,61.78,67.62,66.4,2020-03-07 14:38:40,45,14,7,3,2020
71477358,82.4,2229.0,6266.2,35.97,67.93,59.91,2020-03-07 14:39:39,45,14,7,3,2020
71438771,6.7,1238.0,4131.2,61.47,66.26,19.52,2020-03-07 14:56:25,60,14,7,3,2020
80074581,0.0,5621.0,22183.0,66.54,66.57,1.28,2020-03-07 15:05:04,15,15,7,3,2020
71477357,3.6,716.0,7370.2,61.07,65.58,40.89,2020-03-07 15:06:35,15,15,7,3,2020
80074580,11.6,1808.0,15315.4,61.83,67.42,66.41,2020-03-07 15:08:40,15,15,7,3,2020
71477358,73.6,2085.0,6267.0,36.19,66.8,59.93,2020-03-07 15:09:39,15,15,7,3,2020
80074580,14.5,1940.0,15315.8,59.62,66.38,66.41,2020-03-07 15:23:40,30,15,7,3,2020
71438771,5.5,1201.0,4131.8,61.03,65.01,19.52,2020-03-07 15:26:25,30,15,7,3,2020
80074581,0.8,5734.0,22185.8,66.94,67.06,1.28,2020-03-07 15:35:04,45,15,7,3,2020
71438771,6.3,1224.0,4132.1,61.54,66.08,19.53,2020-03-07 15:41:25,45,15,7,3,2020
71477357,2.4,699.0,7370.7,61.86,64.87,40.89,2020-03-07 15:51:36,60,15,7,3,2020
80074580,9.8,1846.0,15316.7,63.12,67.71,66.42,2020-03-07 15:53:40,60,15,7,3,2020
71477358,2.8,526.0,6267.8,61.77,66.48,59.95,2020-03-07 15:54:39,60,15,7,3,2020
80092948,16.1,5989.0,67981.5,64.27,66.34,134.12,2020-03-07 16:03:15,15,16,7,3,2020
71438771,6.3,1268.0,4132.8,62.42,66.72,19.53,2020-03-07 16:11:25,15,16,7,3,2020
80074580,13.2,1853.0,15317.7,60.58,66.86,66.42,2020-03-07 16:23:40,30,16,7,3,2020
71477358,37.2,1336.0,6268.1,41.89,66.51,59.95,2020-03-07 16:24:39,30,16,7,3,2020
80074580,8.3,1743.0,15318.1,62.96,66.99,66.43,2020-03-07 16:38:40,45,16,7,3,2020
71477358,3.5,547.0,6268.2,61.0,66.53,59.95,2020-03-07 16:39:38,45,16,7,3,2020
71438771,6.4,1281.0,4133.7,60.77,64.96,19.53,2020-03-07 16:56:24,60,16,7,3,2020
80074581,429497000.0,5550.0,22194.3,65.34,65.21,1.28,2020-03-07 17:05:03,15,17,7,3,2020
80074580,8.5,1902.0,15319.1,60.8,64.68,66.43,2020-03-07 17:08:40,15,17,7,3,2020
71477358,2.6,545.0,6268.9,60.6,65.01,59.96,2020-03-07 17:09:38,15,17,7,3,2020
80092948,22.0,6344.0,67988.9,60.79,63.72,134.15,2020-03-07 17:18:15,30,17,7,3,2020
71438771,6.3,1269.0,4134.3,60.04,64.41,19.54,2020-03-07 17:26:24,30,17,7,3,2020
71477357,9.0,1261.0,7371.9,57.63,63.86,40.9,2020-03-07 17:36:35,45,17,7,3,2020
71477358,2.7,538.0,6269.1,60.92,65.46,59.96,2020-03-07 17:39:38,45,17,7,3,2020
80092948,24.2,5708.0,67991.8,61.44,64.47,134.16,2020-03-07 17:48:15,60,17,7,3,2020
80074580,8.1,1908.0,15320.4,61.94,65.7,66.44,2020-03-07 17:53:40,60,17,7,3,2020
71477358,2.5,520.0,6269.3,61.14,65.36,59.96,2020-03-07 17:54:39,60,17,7,3,2020
80092948,34.2,5689.0,67993.3,58.47,64.25,134.16,2020-03-07 18:03:15,15,18,7,3,2020
71438771,5.5,1246.0,4135.3,59.94,63.75,19.54,2020-03-07 18:11:24,15,18,7,3,2020
71477357,3.8,697.0,7372.4,59.3,64.18,40.9,2020-03-07 18:21:35,30,18,7,3,2020
80074580,8.4,1802.0,15321.4,62.13,66.24,66.44,2020-03-07 18:23:40,30,18,7,3,2020
71477358,2.7,532.0,6269.5,60.91,65.4,59.96,2020-03-07 18:24:39,30,18,7,3,2020
80074580,13.5,1908.0,15321.8,58.64,64.83,66.44,2020-03-07 18:38:40,45,18,7,3,2020
71438771,4.7,1234.0,4135.9,60.28,63.63,19.54,2020-03-07 18:41:24,45,18,7,3,2020
71438771,4.9,1261.0,4136.2,58.84,62.38,19.54,2020-03-07 18:56:24,60,18,7,3,2020
71477357,4.9,913.0,7373.3,57.42,62.13,40.91,2020-03-07 19:06:35,15,19,7,3,2020
80074580,8.4,1832.0,15322.8,59.45,63.76,66.45,2020-03-07 19:08:40,15,19,7,3,2020
71477358,24.9,1023.0,6270.1,42.22,63.66,59.97,2020-03-07 19:09:39,15,19,7,3,2020
71438771,4.6,1260.0,4136.8,58.03,61.22,19.55,2020-03-07 19:26:25,30,19,7,3,2020
80074581,429497000.0,5161.0,22208.0,61.61,61.52,1.28,2020-03-07 19:35:04,45,19,7,3,2020
71477357,4.4,851.0,7373.7,55.97,60.46,40.91,2020-03-07 19:36:35,45,19,7,3,2020
71477358,8.3,1371.0,6270.5,56.2,61.17,59.98,2020-03-07 19:39:39,45,19,7,3,2020
71438771,4.1,1278.0,4137.4,56.65,59.58,19.55,2020-03-07 19:56:25,60,19,7,3,2020
71477357,8.1,865.0,7374.1,49.32,60.51,40.91,2020-03-07 20:06:35,15,20,7,3,2020
71438771,5.2,1280.0,4137.8,57.38,61.03,19.55,2020-03-07 20:11:25,15,20,7,3,2020
71477357,4.6,855.0,7374.3,56.45,61.08,40.92,2020-03-07 20:21:36,30,20,7,3,2020
80074580,10.3,1879.0,15325.1,57.98,62.77,66.46,2020-03-07 20:23:40,30,20,7,3,2020
71477358,2.7,535.0,6271.0,57.78,62.43,59.98,2020-03-07 20:24:39,30,20,7,3,2020
80092948,18.6,5950.0,68009.2,58.97,61.57,134.22,2020-03-07 20:33:15,45,20,7,3,2020
71438771,5.3,1251.0,4138.4,58.29,61.86,19.55,2020-03-07 20:41:25,45,20,7,3,2020
71477357,7.0,1611.0,7375.0,58.06,61.98,40.92,2020-03-07 20:51:36,60,20,7,3,2020
80074580,8.8,1847.0,15326.1,59.53,63.8,66.47,2020-03-07 20:53:40,60,20,7,3,2020
71477358,20.8,1363.0,6271.5,47.82,63.21,59.98,2020-03-07 20:54:39,60,20,7,3,2020
80092948,29.2,6276.0,68012.2,59.2,62.47,134.23,2020-03-07 21:03:16,15,21,7,3,2020
71438771,6.4,1259.0,4139.0,57.72,62.37,19.56,2020-03-07 21:11:25,15,21,7,3,2020
71477357,4.8,889.0,7375.8,58.21,62.81,40.92,2020-03-07 21:21:36,30,21,7,3,2020
80074580,9.8,1838.0,15327.0,60.1,65.14,66.47,2020-03-07 21:23:40,30,21,7,3,2020
71477358,3.5,543.0,6271.8,58.42,64.03,59.99,2020-03-07 21:24:39,30,21,7,3,2020
71438771,8.6,1275.0,4139.4,59.36,63.75,19.56,2020-03-07 21:26:25,30,21,7,3,2020
80074580,12.4,1910.0,15327.5,58.98,64.86,66.47,2020-03-07 21:38:40,45,21,7,3,2020
80074580,12.4,1910.0,15327.5,58.98,64.86,66.47,2020-03-07 21:38:40,45,21,7,3,2020
71477358,9.6,1348.0,6272.1,58.72,64.44,59.99,2020-03-07 21:39:39,45,21,7,3,2020
71477358,9.6,1348.0,6272.1,58.72,64.44,59.99,2020-03-07 21:39:39,45,21,7,3,2020
80074580,8.5,1695.0,15327.9,62.1,66.47,66.48,2020-03-07 21:53:40,60,21,7,3,2020
71438771,3.6,686.0,4140.0,60.08,64.68,19.56,2020-03-07 21:56:25,60,21,7,3,2020
71477357,0.0,0.0,7376.2,56.44,60.28,40.93,2020-03-07 22:06:36,15,22,7,3,2020
80074580,7.3,1656.0,15328.8,64.43,68.29,66.48,2020-03-07 22:23:40,30,22,7,3,2020
71438771,4.0,677.0,4140.5,62.2,67.29,19.56,2020-03-07 22:41:24,45,22,7,3,2020
71477357,24.2,1683.0,7376.3,54.36,66.78,40.93,2020-03-07 22:51:35,60,22,7,3,2020
80074580,9.9,1819.0,15329.6,63.71,68.7,66.48,2020-03-07 22:53:39,60,22,7,3,2020
71477358,3.3,533.0,6272.9,63.03,68.42,60.0,2020-03-07 22:54:38,60,22,7,3,2020
80092948,5.1,5399.0,68024.8,64.58,65.4,134.26,2020-03-07 23:03:15,15,23,7,3,2020
71438771,2.5,640.0,4140.8,60.53,63.98,19.57,2020-03-07 23:11:24,15,23,7,3,2020
71477357,8.6,1689.0,7377.1,60.67,65.18,40.93,2020-03-07 23:21:35,30,23,7,3,2020
80074580,7.3,1678.0,15330.9,65.07,68.82,66.49,2020-03-07 23:38:39,45,23,7,3,2020
71477358,3.5,552.0,6273.5,62.35,67.89,60.0,2020-03-07 23:39:38,45,23,7,3,2020
80092948,9.8,6144.0,68029.3,65.77,67.18,134.27,2020-03-07 23:48:15,60,23,7,3,2020
71438771,3.6,675.0,4141.3,62.11,66.76,19.57,2020-03-07 23:56:24,60,23,7,3,2020
71477357,3.7,851.0,7377.9,62.98,66.75,40.94,2020-03-08 00:06:35,15,0,8,3,2020
80074580,8.4,1690.0,15331.8,64.46,69.01,66.5,2020-03-08 00:08:40,15,0,8,3,2020
71477358,2.8,537.0,6274.0,63.38,68.0,60.01,2020-03-08 00:09:38,15,0,8,3,2020
80074580,7.8,1721.0,15332.2,64.64,68.45,66.5,2020-03-08 00:23:39,30,0,8,3,2020
71438771,3.9,682.0,4141.8,61.55,66.71,19.57,2020-03-08 00:41:24,45,0,8,3,2020
71477357,4.1,850.0,7378.6,62.48,66.74,40.94,2020-03-08 00:51:35,60,0,8,3,2020
80074580,6.5,1702.0,15333.1,64.72,68.04,66.5,2020-03-08 00:53:40,60,0,8,3,2020
71438771,3.2,675.0,4142.1,62.24,66.42,19.57,2020-03-08 01:11:24,15,1,8,3,2020
71477357,4.2,854.0,7379.0,62.01,66.35,40.94,2020-03-08 01:21:35,30,1,8,3,2020
80074580,4.4,1657.0,15333.9,65.3,67.84,66.5,2020-03-08 01:23:40,30,1,8,3,2020
71477358,2.9,540.0,6274.9,63.17,67.93,60.02,2020-03-08 01:24:38,30,1,8,3,2020
80074580,5.9,1604.0,15334.3,64.84,68.13,66.51,2020-03-08 01:38:40,45,1,8,3,2020
71477358,2.8,537.0,6275.0,62.35,66.88,60.02,2020-03-08 01:39:38,45,1,8,3,2020
80092948,11.3,6316.0,68042.5,65.28,66.86,134.3,2020-03-08 01:48:15,60,1,8,3,2020
71438771,3.8,690.0,4142.6,61.42,66.25,19.58,2020-03-08 01:56:24,60,1,8,3,2020
71477357,4.5,826.0,7379.7,61.86,66.68,40.95,2020-03-08 02:06:35,15,2,8,3,2020
80074580,9.2,1802.0,15335.1,64.43,68.95,66.51,2020-03-08 02:08:40,15,2,8,3,2020
71477358,18.0,1313.0,6275.4,57.06,68.28,60.02,2020-03-08 02:09:38,15,2,8,3,2020
80092948,9.0,6385.0,68045.7,65.52,66.78,134.31,2020-03-08 02:18:15,30,2,8,3,2020
71438771,3.2,672.0,4143.0,62.32,66.66,19.58,2020-03-08 02:26:24,30,2,8,3,2020
71438771,3.5,668.0,4143.1,63.27,67.89,19.58,2020-03-08 02:41:24,45,2,8,3,2020
71477357,4.3,835.0,7380.3,63.09,67.69,40.95,2020-03-08 02:51:35,60,2,8,3,2020
80074580,5.3,1678.0,15336.4,66.99,69.78,66.51,2020-03-08 02:53:40,60,2,8,3,2020
71477358,2.9,543.0,6275.9,64.35,69.07,60.03,2020-03-08 02:54:38,60,2,8,3,2020
71438771,4.1,678.0,4143.5,63.48,68.82,19.58,2020-03-08 03:11:24,15,3,8,3,2020
71477357,4.1,826.0,7380.7,63.9,68.27,40.95,2020-03-08 03:21:35,30,3,8,3,2020
80074580,5.1,1666.0,15337.2,67.93,70.59,66.52,2020-03-08 03:23:40,30,3,8,3,2020
71477358,3.0,534.0,6276.2,64.85,69.9,60.03,2020-03-08 03:24:38,30,3,8,3,2020
80092948,7.0,5929.0,68053.6,68.01,69.07,134.32,2020-03-08 03:33:15,45,3,8,3,2020
71477357,4.5,833.0,7380.9,63.79,68.52,40.95,2020-03-08 03:36:35,45,3,8,3,2020
80074580,5.6,1654.0,15337.6,67.84,70.79,66.52,2020-03-08 03:38:40,45,3,8,3,2020
71477358,3.5,562.0,6276.3,64.66,70.04,60.03,2020-03-08 03:39:38,45,3,8,3,2020
80092948,5.2,5723.0,68055.1,68.13,68.97,134.32,2020-03-08 03:48:15,60,3,8,3,2020
71438771,3.3,666.0,4144.0,64.45,68.76,19.58,2020-03-08 03:56:24,60,3,8,3,2020
71477357,0.0,0.0,7381.2,61.62,66.42,40.96,2020-03-08 04:06:35,15,4,8,3,2020
80074580,5.1,1581.0,15338.5,68.01,70.84,66.52,2020-03-08 04:08:40,15,4,8,3,2020
71477358,3.6,561.0,6276.6,64.02,69.67,60.03,2020-03-08 04:09:39,15,4,8,3,2020
71438771,3.1,669.0,4144.3,64.39,68.14,19.58,2020-03-08 04:26:24,30,4,8,3,2020
71438771,3.9,667.0,4144.5,63.61,68.69,19.59,2020-03-08 04:41:23,45,4,8,3,2020
80074581,0.2,6189.0,22262.7,70.16,70.19,1.28,2020-03-08 04:50:03,60,4,8,3,2020
71477357,0.0,0.0,7381.2,56.21,59.06,40.96,2020-03-08 04:51:34,60,4,8,3,2020
80074580,5.2,1602.0,15339.7,67.95,70.93,66.53,2020-03-08 04:53:39,60,4,8,3,2020
71477358,2.7,537.0,6277.2,65.02,69.54,60.04,2020-03-08 04:54:37,60,4,8,3,2020
71438771,3.9,723.0,4144.8,65.17,69.94,19.59,2020-03-08 05:11:23,15,5,8,3,2020
71477357,0.0,0.0,7381.2,51.92,60.95,40.96,2020-03-08 05:21:34,30,5,8,3,2020
80074580,5.4,1601.0,15340.5,69.71,72.71,66.53,2020-03-08 05:23:39,30,5,8,3,2020
71477358,3.1,539.0,6277.5,66.32,71.38,60.04,2020-03-08 05:24:37,30,5,8,3,2020
80074580,7.3,1782.0,15340.9,68.34,71.94,66.53,2020-03-08 05:38:39,45,5,8,3,2020
71438771,3.4,660.0,4145.2,65.84,70.23,19.59,2020-03-08 05:41:23,45,5,8,3,2020
71438771,3.3,647.0,4145.3,64.61,69.35,19.59,2020-03-08 05:56:23,60,5,8,3,2020
80074581,0.3,6296.0,22270.6,71.44,71.5,1.28,2020-03-08 06:05:03,15,6,8,3,2020
71477357,2.2,80.0,7381.2,41.89,66.29,40.96,2020-03-08 06:06:34,15,6,8,3,2020
